,addr:postcode,koatuu,lat,lon,name,name:en,name:prefix,name:ru,name:uk,place,population,postal_code
352855,55241,4825481202,48.116,30.56053,Брід,Brid,село,Брид,Брід,village,345,
352856,60543,7320785001,48.116,26.22368,Тернавка,Ternavka,село,Тернавка,Тернавка,village,2852,
352857,90450,2125387401,48.1171647,23.3820053,Сокирниця,Sokyrnytsia,село,Сокирница,Сокирниця,village,5217,
352858,53020,1221884002,48.1164791,33.2092396,Базарове,Bazarove,село,Базарово,Базарове,village,51,
352859,90344,2121285002,48.11497,23.12622,Гудя,Hudia,село,Гудя,Гудя,village,592,
352860,52462,1225081003,48.1142213,34.988699,Любимівка,Liubymivka,село,Любимовка,Любимівка,village,239,
352861,70401,2322187205,48.1146799,34.8759231,Морозівка,Morozivka,село,Морозовка,Морозівка,village,176,
352862,52440,1225085501,48.11428,34.62891,Письмечеве,Pysmecheve,село,Письмечево,Письмечеве,village,525,
352863,,4825455400,48.11428,30.88909,Підгородна,Pidhorodna,селище міського типу,Подгородная,Підгородна,village,2205,55222
352864,55131,4823981004,48.11428,30.5492,Тернувате,Ternuvate,село,Терноватое,Тернувате,village,395,
352865,70014,2321581304,48.11394,35.182,Петро-Свистунове,Petro-Svystunove,село,Петро-Свистуново,Петро-Свистунове,village,267,
352866,52445,1225088401,48.11394,34.82838,Широке,Shyroke,село,Широкое,Широке,village,789,
352868,94532,4411646000,48.11359,38.85658,Княгинівка,Kniahynivka,селище міського типу,Княгиневка,Княгинівка,town,946,
352869,52661,1220784101,48.11325,36.06262,Дебальцеве,Debaltseve,село,Дебальцево,Дебальцеве,village,998,
352870,52640,1220787710,48.1099439,35.9777923,Перепеляче,Perepeliache,село,Перепелячье,Перепеляче,hamlet,9,
352871,53132,1225282507,48.11325,33.7579,Зелений Гай,Zelenyi Hai,село,Зелёный Гай,Зелений Гай,village,144,
352872,28610,3525882301,48.11256,32.52605,Новоігорівка,,село,,,village,1185,
352873,28611,3525881601,48.1040378,32.4477695,Брусівка,Brusivka,село,Брусовка,Брусівка,village,384,
352874,27222,3520884201,48.1180106,31.9212717,Благодатне,Blahodatne,село,,Благодатне,village,712,
352875,90352,2121285301,48.1133551,22.9459733,Фанчиково,Fanchykovo,село,Фанчиково,Фанчиково,village,2059,
352876,53001,1221882004,48.1072504,33.438961,Новоіванівка,Novoivanivka,село,Новоивановка,Новоіванівка,village,399,
352877,28433,3522885805,48.1107325,32.2872962,Грізне,Hrizne,село,Грозное,Грізне,village,77,
352878,27222,3520884205,48.11222,31.93005,Осикувате,Osykuvate,село,Осыковатое,Осикувате,village,114,
352879,24824,0525087502,48.11153,29.34036,Новоукраїнка,Novoukrainka,село,Новоукраинка,Новоукраїнка,hamlet,11,
352880,24715,0523283006,48.11153,28.90812,Червона Поляна,Chervona Poliana,селище,Червоная Поляна,Червона Поляна,village,194,
352881,60408,7321084201,48.11119,25.97408,Михайлівка,Mykhailivka,село,Михайловка,Михайлівка,village,745,
352882,90550,2124487001,48.1111901,23.59417,Теребля,Tereblia,село,Теребля,Теребля,village,3705,
352883,52440,1225085502,48.11085,34.64332,Безбородькове,Bezborodkove,село,Безбородьково,Безбородькове,village,419,
352884,42420,1225084504,48.11085,34.31854,Томаківка,Tomakivka,село,Томаковка,Томаківка,village,199,
352885,55322,4820383001,48.11085,31.28494,Рябоконеве,Riabokoneve,село,Рябоконево,Рябоконеве,village,476,
352886,,7321082001,48.1103279,25.8116314,Йорданешти,Yordaneshty,село,Йорданешты,Йорданешти,village,2263,
352887,90351,2121255300,48.1111615,22.8378234,Вилок,,селище міського типу,Вилок,Вилок,town,3316,
352888,52430,1225084002,48.1083087,34.3875994,Барвінок,Barvinok,село,Барвинок,Барвінок,hamlet,14,
352889,59114,7323585503,48.10913,25.02583,Шпетки,Shpetky,село,Шпетки,Шпетки,village,187,
352890,90352,2121285302,48.1113651,22.907566,Притисянське,Prytysianske,село,Притисянское,Притисянське,village,124,
352891,90253,2120481201,48.1090422,22.6420739,Бадалово,Badalovo,село,Бадалово,Бадалово,village,1714,
352892,,2121285601,48.1100974,23.2060039,Хижа,,село,Хижа,Хижа,village,1714,
352893,52580,1224856201,48.1081,35.44567,Бегма,Behma,село,Бегма,Бегма,village,247,
352894,78716,2620884501,48.1081,24.90223,Красноїлля,Krasnoillia,село,Красноилья,Красноїлля,village,1282,
352895,90643,2123680501,48.1081001,24.2526599,Білин,Bilyn,село,Белин,Білин,village,1746,
352896,,1220787708,48.10776,35.84701,Новогригорівка,,село,Новогригоровка,Новогригорівка,village,564,
352897,70014,2321581306,48.10776,35.13737,Ясинувате,Yasynuvate,село,Ясиноватое,Ясинувате,village,121,
352898,28505,3521984908,48.10776,32.69909,Червоне Озеро,Chervone Ozero,село,Червоное Озеро,Червоне Озеро,village,441,
352899,94837,4412746306,48.1080501,39.5213237,Федорівка,Fedorivka,селище,Фёдоровка,Федорівка,village,85,
352900,55420,4821480806,48.10741,31.45489,Тимофіївка,Tymofiivka,село,Тимофеевка,Тимофіївка,village,148,
352901,52440,1225085503,48.1120419,34.6946882,Круте,Krute,село,Крутое,Круте,village,124,
352902,66000-66003,5122510100,48.1047445,29.1285642,Кодима,Kodyma,місто,Кодыма,Кодима,town,8932,
352903,60544,7320785002,48.10638,26.24325,Дяківці,Diakivtsi,село,Дяковцы,Дяківці,village,1203,
352904,90542,2124485801,48.10638,23.74729,Вільхівці,Vilkhivtsi,село,Ольховцы,Вільхівці,village,3374,
352905,90353,2121282101,48.1058824,22.9862841,Дротинці,Drotyntsi,село,Дротинцы,Дротинці,village,2000,
352906,52663,1220755704,48.1057,36.22089,Рівне,Rivne,село,Ровное,Рівне,village,76,
352907,28613,3525884701,48.1057,32.593,Лебедине,,село,Лебединое,,village,481,
352908,66222,5124380903,48.1044951,30.2058056,Слюсареве,Sliusareve,село,Слюсарево,Слюсареве,village,497,
352909,53132,1225284103,48.10535,33.8578,Довгівка,Dovhivka,село,Долговка,Довгівка,village,167,
352910,52445,1225088404,48.10501,34.76383,Шестипілля,Shestypillia,село,Шестиполье,Шестипілля,village,164,
352911,52663,1220755703,48.10467,36.20579,Петрикове,Petrykove,село,Петриково,Петрикове,village,106,
352912,52441,1225055402,48.10467,34.55509,Котлярівка,Kotliarivka,село,Котляровка,Котлярівка,village,249,
352913,52370,1222082009,48.10432,34.10156,Первомайське,Pervomaiske,село,Первомайское,Первомайське,hamlet,7,
352914,70024,2321583005,48.104897,35.6908248,Трудолюбівка,Trudoliubivka,село,Трудолюбовка,Трудолюбівка,village,109,
352915,78720,2620883501,48.10398,24.86172,Замагора,Zamahora,село,Замагора,Замагора,village,1185,
352916,28433,3522885802,48.10364,32.33173,Березнегувате,Bereznehuvate,село,Березнеговатое,Березнегувате,hamlet,16,
352917,90254,2120482201,48.10364,22.67716,Галабор,Halabor,село,Галабор,Галабор,village,752,
352918,94681,4420383001,48.10329,39.25758,Кошари,Koshary,селище,Кошары,Кошари,village,817,
352919,53132,1225282501,48.10329,33.75137,Девладове,Devladove,селище,Девладово,Девладове,village,949,
352920,94681,4420383002,48.10295,39.28402,Лози,Lozy,село,Лозы,Лози,village,160,
352921,52660,1220783301,48.10295,36.1282,Григорівка,Hryhorivka,село,Григоровка,Григорівка,village,1033,
352922,66022,5122580701,48.1035959,28.9986748,Баштанків,Bashtankiv,село,Баштанков,Баштанків,village,1425,
352923,53020,1221884006,48.10226,33.29475,Раєво-Олександрівка,Raievo-Oleksandrivka,село,Раево-Александровка,Раєво-Олександрівка,hamlet,32,
352924,28505,3521984901,48.1036569,32.7362443,Маловодяне,Malovodiane,село,Маловодяное,Маловодяне,village,1057,
352925,55253,4825486703,48.1006296,31.0508646,Богословка,Bohoslovka,село,Богословка,Богословка,village,185,
352926,52462,1225081005,48.10192,34.94442,Перше Травня,Pershe Travnia,село,Перше Травня,Перше Травня,village,165,
352927,27223,3520887901,48.10192,32.0303,Червона Долина,Chervona Dolyna,село,Червоная Долина,Червона Долина,village,161,
352928,55222,4825455401,48.10192,30.9351,Вербова Балка,Verbova Balka,село,Вербовая Балка,Вербова Балка,village,182,
352929,59032,7324588001,48.10192,25.75882,Ропча,Ropcha,село,Ропча,Ропча,village,3324,
352930,55420,4821480802,48.1023441,31.4662176,Антонівка,Antonivka,село,Антоновка,Антонівка,village,229,
352931,90552,2124485001,48.10158,23.50628,Новобарово,Novobarovo,село,Новобарово,Новобарово,village,2007,
352932,27223,3520887905,48.1028535,32.1072005,Богданівка,Bohdanivka,село,,Богданівка,village,160,
352933,55236,4825485303,48.10123,30.7085,Мічуріне,Michurine,село,Мичурино,Мічуріне,village,325,
352934,60431,7321086702,48.1009164,26.0288857,Привороки,Pryvoroky,село,Привороки,Привороки,village,1284,
352935,52580,1224856205,48.099414,35.5488857,Польове,Polove,село,Полевое,Польове,village,146,
352936,52462,1225081004,48.101454,34.9194532,Любов,Liubov,село,Любовь,Любов,hamlet,25,
352937,78715,2620887001,48.10089,24.98119,Стебні,Stebni,село,Стебни,Стебні,village,728,
352938,,1224856200,48.10055,35.51708,Славгород,Slavhorod,селище міського типу,Славгород,Славгород,village,2554,52580-52581
352939,55130,4823981005,48.10055,30.62851,Токарівка,Tokarivka,село,Токаревка,Токарівка,village,176,
352940,94626,4410345305,48.1002,38.99254,Садовий,Sadovyi,селище,Садовый,Садовий,village,240,
352941,66011,5122584601,48.1022176,29.0601267,Серби,Serby,село,Сербы,Серби,village,1920,
352942,27224,3520886003,48.0983666,31.7767299,Поляна,Poliana,село,Поляна,Поляна,hamlet,25,
352943,94851,4424287703,48.09952,39.81686,Зимівники,Zymivnyky,село,Зимовники,Зимівники,village,133,
352944,70024,2321583006,48.09952,35.65235,Широке,Shyroke,село,Широкое,Широке,village,366,
352946,52952,1222684401,48.1003487,36.6356943,Іванівка,Ivanivka,село,Ивановка,Іванівка,village,1417,
352947,52640,1220787711,48.0977094,35.7790499,Морозівське,Morozivske,село,Морозовское,Морозівське,hamlet,27,
352948,90542,2124485803,48.09917,23.69442,Сасово,Sasovo,село,Сасово,Сасово,village,426,
352949,53606,1224255109,48.09883,36.23943,Петриків,Petrykiv,село,Петриков,Петриків,hamlet,6,
352950,28540,3521982501,48.0984661,33.0997165,Гурівка,Hurivka,село,Гуровка,Гурівка,village,1563,
352951,52430,1225084001,48.0985832,34.4544273,Наталівка,Natalivka,село,Наталовка,Наталівка,village,369,
352952,53132,1225284109,48.09814,33.83892,Спокойствіє,Spokoistviie,село,Спокойствие,Спокойствіє,hamlet,4,
352953,60542,7320784401,48.0985322,26.1099232,Петрашівка,Petrashivka,село,Петрашовка,Петрашівка,village,2008,
352954,60407,7321081901,48.0978,25.97717,Димка,Dymka,село,Дымка,Димка,village,1855,
352955,59031,7324589801,48.0973181,25.6150184,Череш,Cheresh,село,Череш,Череш,village,1374,
352956,53040,1221885901,48.09746,33.59241,Шевченківське,Shevchenkivske,село,Шевченковское,Шевченківське,village,1140,
352957,90352,2121285303,48.09746,22.95181,Тросник,Trosnyk,село,Тростник,Тросник,village,2222,
352958,94837,4412746304,48.0950416,39.5500426,Устинівка,Ustynivka,селище,Устиновка,Устинівка,village,101,
352959,28533,3521985601,48.09711,32.91778,Новоолександрівка,Novooleksandrivka,село,Новоалександровка,Новоолександрівка,village,341,
352960,94786,4412346905,48.0965611,39.4829901,Калинівка,Kalynivka,селище,Калиновка,Калинівка,village,287,
352961,28544,3521910101,48.09677,32.81067,Степове,Stepove,село,,Степове,village,161,
352962,70020,2321585602,48.09643,35.47485,Аграфенівка,Ahrafenivka,село,Аграфеновка,Аграфенівка,hamlet,13,
352963,55236,4825485301,48.09643,30.6807,Підгір’я,Pidhiria,село,Подгорье,Підгір’я,village,328,
352965,94682,4420385504,48.09574,39.20677,Леськине,Leskyne,село,Леськино,Леськине,village,328,
352966,66115,5120688802,48.09574,29.62223,Волова,Volova,село,Воловая,Волова,village,434,
352967,28433,3522885809,48.09505,32.33002,Малоконеве,Malokoneve,село,Малоконево,Малоконеве,hamlet,41,
352968,78716,2620886001,48.09505,24.92798,Перехресне,Perekhresne,село,Перекрёстное,Перехресне,village,525,
352970,60545,7320782501,48.09471,26.16875,Куликівка,Kulykivka,село,Куликовка,Куликівка,village,731,
352971,94536,4411670605,48.09437,38.83186,Новоєлизаветівка,Novoielyzavetivka,село,Новоелизаветовка,Новоєлизаветівка,hamlet,7,
352972,27223,3520887903,48.0916022,32.1463078,Коржеве,Korzheve,село,Коржево,Коржеве,village,274,
352973,27224,3520886002,48.0971263,31.8440044,Бредихине,Bredykhyne,село,Бредихино,Бредихине,village,132,
352974,70010,2321587306,48.09402,35.37735,Якимівка,Yakymivka,село,Акимовка,Якимівка,village,94,
352975,94837,4412746302,48.0934293,39.5310528,Маловедмеже,Malovedmezhe,село,Маловедмежье,Маловедмеже,village,137,
352976,70111,2323683504,48.09368,35.79826,Граничне,Hranychne,село,Граничное,Граничне,village,60,
352977,28540,3521982502,48.0958987,33.0276249,Благодатне,Blahodatne,село,Благодатное,Благодатне,village,131,
352978,52441,1225055401,48.09334,34.53655,Дружелюбівка,Druzheliubivka,село,Дружелюбовка,Дружелюбівка,village,138,
352979,90360,2121284701,48.0934332,23.0717654,Сасово,Sasovo,село,Сасово,Сасово,village,2281,
352980,70010,2321587302,48.09299,35.26577,Великодубове,Velykodubove,село,Великодубовое,Великодубове,village,228,
352981,70014,2321581303,48.09299,35.10029,Перун,Perun,село,Перун,Перун,hamlet,23,
352982,59020,7324580501,48.0932377,25.4936904,Банилів-Підгірний,Banyliv-Pidhirnyi,село,Банилов-Подгорный,Банилів-Підгірний,village,4012,
352983,28544,3521980711,48.092531,32.8183102,Фалькове,Falkove,село,Фальково,Фалькове,village,80,
352984,53606,1224255113,48.09196,36.23394,Скотувате,Skotuvate,село,Скотоватое,Скотувате,village,80,
352985,52661,1220784109,48.09196,36.07532,Охотниче,Okhotnyche,село,Охотничье,Охотниче,village,71,
352986,53132,1225282502,48.09162,33.72597,Водяне,Vodiane,село,Водяное,Водяне,village,734,
352987,53001,1221882003,48.0916599,33.4324932,Красна Балка,Krasna Balka,село,Красная Балка,Красна Балка,village,428,
352988,28434,3522885806,48.09162,32.34581,Коневе,Koneve,село,Конево,Коневе,hamlet,28,
352989,55432,4821480407,48.0922123,31.5759574,Новофедорівка,Novofedorivka,село,Новофёдоровка,Новофедорівка,hamlet,17,
352990,94533-94536,4411670600,48.0903691,38.8930289,Міусинськ,Miusynsk,місто,Миусинск,Міусинськ,town,4999,
352992,90451,2125387801,48.0913029,23.422409,Стеблівка,Steblivka,село,Стеблёвка,Стеблівка,village,2231,
352993,52370,1222082004,48.09059,34.1843,Бузулуки,Buzuluky,село,Бузулуки,Бузулуки,hamlet,25,
352994,53132,1225282505,48.0925447,33.796449,Грушки,Hrushky,село,Грушки,Грушки,hamlet,31,
352995,66204,5124355102,48.0900389,30.070078,Ковбасова Поляна,Kovbasova Poliana,селище,Колбасова Поляна,Ковбасова Поляна,village,89,
352996,94682,4420385502,48.09025,39.22153,Іллінка,Illinka,село,Ильинка,Іллінка,hamlet,26,
352997,60424,7321088504,48.09025,25.87898,Просикуряни,Prosykuriany,село,Просикуряны,Просикуряни,village,351,
352998,78723,2620882002,48.0854319,24.8674018,Чорна Річка,Chorna Richka,село,Чёрная Речка,Чорна Річка,village,357,
353000,27214,3520882401,48.0899,32.35954,Верхньоінгульське,Verkhnoinhulske,село,Верхнеингульское,Верхньоінгульське,village,394,
353001,28610,3525882304,48.0915662,32.5664595,Третє,,село,,Третє,village,78,
353002,55430,4821480405,48.0894407,31.6397005,Єлизаветівка,Yelyzavetivka,село,Елизаветовка,Єлизаветівка,village,310,
353003,90546,2124487402,48.08922,23.75004,Вишоватий,Vyshovatyi,село,Вышоватый,Вишоватий,village,1803,
353004,90555,2124484002,48.08922,23.66489,Округла,Okruhla,село,Округлая,Округла,village,573,
353005,66123,5120687901,48.08887,29.44473,Саражинка,Sarazhynka,село,Саражинка,Саражинка,village,1119,
353006,94635,4410346500,48.0911021,39.0630673,Кріпенський,Kripenskyi,селище міського типу,Крепенский,Кріпенський,town,6941,
353007,53180,1225284410,48.08853,34.11186,Олександро-Білівка,Oleksandro-Bilivka,село,Александро-Беловка,Олександро-Білівка,village,248,
353008,60420,7321082401,48.08853,25.83881,Карапчів,Karapchiv,село,Карапчов,Карапчів,village,2092,
353009,70014,2321581302,48.08819,35.0917,Орлівське,Orlivske,село,Орловское,Орлівське,hamlet,45,
353010,59241,7320581503,48.08819,25.28641,Лопушна,Lopushna,село,Лопушна,Лопушна,village,844,
353011,59114,7323585501,48.1132744,25.0423604,Усть-Путила,Ust-Putyla,село,Усть-Путила,Усть-Путила,village,623,
353012,78730,2620884003,48.08716,24.74258,Топільче,Topilche,село,Топильче,Топільче,village,204,
353013,52640,1220787704,48.08681,35.89886,Каплистівка,Kaplystivka,село,Каплистовка,Каплистівка,village,60,
353014,52440,1225085504,48.08681,34.67285,Пшеничне,Pshenychne,село,Пшеничное,Пшеничне,village,125,
353015,55220,4825480401,48.086769,30.7909982,Болеславчик,Boleslavchyk,село,Болеславчик,Болеславчик,village,613,
353016,52661,1220784105,48.0832397,36.0763896,Лугове,Luhove,село,Луговое,Лугове,hamlet,44,
353017,53132,1225282504,48.08647,33.75687,Гончарове,Honcharove,село,Гончарово,Гончарове,village,111,
353018,53606,1224255107,48.0849389,36.2833919,Отрішки,Otrishky,село,Отришки,Отрішки,village,237,
353019,60400-60406,7321055100,48.08578,25.92842,Глибока,Hlyboka,селище міського типу,Глыбокая,Глибока,town,9376,
353020,52432,1225084502,48.0853869,34.3820688,Незабудине,Nezabudyne,селище,Незабудино,Незабудине,village,206,
353021,52370,1222082002,48.0907438,34.1791353,Березине,Berezyne,село,Березино,Березине,village,55,
353022,55130,4823981001,48.08544,30.58148,Велика Мечетня,Velyka Mechetnia,село,Великая Мечетня,Велика Мечетня,village,1353,
353023,59115,7323581002,48.08544,24.9939,Греблина,Hreblyna,село,Греблина,Греблина,village,184,
353024,94861,4424281101,48.0851,39.74407,Олександрівка,Oleksandrivka,село,Александровка,Олександрівка,village,480,
353025,27142,3524083405,48.0856109,31.5153535,Новоселівка,Novoselivka,селище,Новосёловка,Новоселівка,village,276,
353026,70402,2322187203,48.08475,34.96708,Долинівка,Dolynivka,село,Долиновка,Долинівка,village,81,
353027,27220,3520884401,48.08475,31.98326,Мар’янівка,Marianivka,село,Марьяновка,Мар’янівка,village,369,
353028,94631,4410345600,48.08441,39.08489,Верхній Нагольчик,Verkhnii Naholchyk,селище міського типу,Верхний Нагольчик,Верхній Нагольчик,town,1748,
353029,,1225255100,48.0482032,33.8668627,Софіївка,Sofiivka,селище міського типу,Софиевка,Софіївка,town,8243,53100-53105
353030,55420,4821480805,48.08441,31.43292,Орлове Поле,Orlove Pole,село,Орлово Поле,Орлове Поле,village,80,
353031,52950,1222685503,48.08407,36.74995,Філія,Filiia,село,Филия,Філія,village,133,
353032,70111,2323683507,48.08407,35.77492,Олексіївка,Oleksiivka,село,Алексеевка,Олексіївка,village,51,
353033,78725,2620883002,48.08372,24.95201,Кохан,Kokhan,село,Кохан,Кохан,village,147,
353034,70402,2322187207,48.08338,35.02682,Федорівка,Fedorivka,село,Фёдоровка,Федорівка,village,159,
353035,59030,7324581501,48.08338,25.65445,Буденець,Budenets,село,Буденец,Буденець,village,1325,
353036,70022,2321587004,48.08304,35.58643,Терсянка,Tersianka,село,Терсянка,Терсянка,village,196,
353038,66114,5120688801,48.08269,29.67304,Новополь,Novopol,село,Новополь ,Новополь,village,428,
353039,,7323585502,48.1014797,25.050779,Бісків,,село,Бисков,Бісків,village,,
353040,90362,2121285902,48.0838677,23.0173441,Гетиня,Hetynia,село,Гетиня,Гетиня,village,753,
353041,28544,3521980706,48.0820135,32.8452133,Катеринівка,Katerynivka,село,Катериновка,Катеринівка,village,335,
353042,90545,2124487403,48.0741551,23.8061206,Петрушів,Petrushiv,село,Петрушов,Петрушів,village,2687,
353044,55253,4825486701,48.0807748,31.0684648,Софіївка,Sofiivka,село,Софиевка,Софіївка,village,1343,
353045,52640,1220787706,48.07995,35.87517,Криворізьке,Kryvorizke,село,Криворожское,Криворізьке,village,54,
353046,94800-94819,4412700000,48.0811324,39.642561,Свердловськ,Sverdlovsk,місто,Свердловск,Свердловськ,town,65868,
353047,52430,1225084007,48.07926,34.4133,Незабудине,Nezabudyne,село,Незабудино,Незабудине,village,480,
353048,27210,3520886802,48.0763013,32.2035052,Піщане,Pischane,село,Песчаное,Піщане,hamlet,17,
353049,27223,3520887902,48.0808397,32.0513566,Великодрюкове,Velykodriukove,село,Великодрюково,Великодрюкове,hamlet,15,
353050,55120,4823981701,48.07926,30.35076,Курячі Лози,Kuriachi Lozy,село,Курячьи Лозы,Курячі Лози,village,1698,
353051,70113,2323685906,48.0825817,35.9700405,Новогригорівка,Novohryhorivka,село,Новогригоровка,Новогригорівка,village,67,
353052,66114,5120688803,48.07857,29.70497,Крижовлин,Kryzhovlyn,село,Крыжовлин,Крижовлин,village,193,
353053,90363,2121286201,48.0775019,23.0506974,Чорнотисів,Chornotysiv,село,Чернотисов,Чорнотисів,village,2232,
353054,70111,2323683505,48.07789,35.7914,Дудникове,Dudnykove,село,Дудниково,Дудникове,village,226,
353055,27224,3520886001,48.0785793,31.8269328,Павлогірківка,Pavlohirkivka,село,Павлогорковка,Павлогірківка,village,433,
353056,94536,4411670601,48.0776027,38.8258725,Корінне,Korinne,село,Коренное,Корінне,village,51,
353057,60424,7321088503,48.0770468,25.8492756,Просіка,Prosika,село,Просека,Просіка,village,683,
353058,90647,2123685002,48.07754,24.44939,Говерла,Hoverla,село,Говерла,Говерла,village,380,
353059,94786,4412346900,48.0772,39.47868,Новодар’ївка,Novodarivka,селище міського типу,Новодарьевка,Новодар’ївка,town,4460,
353060,66120,5120689501,48.0772,29.75304,Шляхове,Shliakhove,село,Шляховое,Шляхове,village,526,
353061,52450,1225083806,48.07651,34.70581,Суданівка,Sudanivka,село,Судановка,Суданівка,village,242,
353062,94834,4412770600,48.07617,39.7736,Червонопартизанськ,Chervonopartyzansk,місто,Червонопартизанск,Червонопартизанськ,town,15843,
353063,52661,1220784113,48.07583,36.12236,Пришиб,Pryshyb,село,Пришиб,Пришиб,village,88,
353064,53132,1225282503,48.07583,33.66794,Веселе Поле,Vesele Pole,село,Весёлое Поле,Веселе Поле,village,311,
353065,90553,2124480801,48.07583,23.53066,Вонігове,Vonihove,село,Вонигово,Вонігове,village,2654,
353066,94835,4412746300,48.07548,39.55421,Ленінське,Leninske,селище міського типу,Ленинское,Ленінське,town,3446,
353067,94790,4412346400,48.07548,39.23939,Михайлівка,Mykhailivka,селище міського типу,Михайловка,Михайлівка,town,2811,
353068,94786,4412346901,48.0750576,39.5169126,Валянівськ,Valianivsk,селище,Валяновск,Валянівськ,village,235,
353069,53613,1224286701,48.07445,36.40869,Маломихайлівка,Malomykhailivka,село,Маломихайловка,Маломихайлівка,village,3036,
353070,55430,4821480401,48.07445,31.63513,Ганнівка,Hannivka,село,Анновка,Ганнівка,village,479,
353071,78725,2620883001,48.07445,24.96918,Довгополе,Dovhopole,село,Долгополе,Довгополе,village,610,
353072,90610,2123682001,48.07445,23.95741,Водиця,Vodytsia,село,Водица,Водиця,village,1882,
353073,70401,2322187201,48.07411,34.89738,Миколай-Поле,Mykolai-Pole,село,Николай-Поле,Миколай-Поле,village,975,
353074,53614,1224285601,48.07377,36.51993,Гаврилівка,Havrylivka,село,Гавриловка,Гаврилівка,village,2027,
353075,53021,1221882207,48.0742051,33.2038349,Тернівка,Ternivka,село,Терновка,Тернівка,village,149,
353076,70014,2321581301,48.07308,35.18955,Дніпровка,Dniprovka,село,Днепровка,Дніпровка,village,687,
353077,50480,1211090005,48.0710825,33.5468765,Коломійцеве,Kolomiitseve,селище,Коломийцево,Коломійцеве,village,73,
353078,55111,4823983301,48.07205,30.26836,Очеретня,Ocheretnia,село,Очеретня,Очеретня,village,846,
353079,90457,2125355301,48.0724657,23.3509215,Модьорош,Modorosh,село,Модёрош,Модьорош,village,374,
353080,90355,2121284102,48.0715904,22.8880131,Тисобикень,Tysobyken,село,Тисобикень,Тисобикень,village,2216,
353081,94790,4412347300,48.0691046,39.21226,Тацине,Tatsyne,селище міського типу,Тацино,Тацине,town,272,
353082,90545,2124487401,48.07171,23.73837,Терново,Ternovo,село,Терново,Терново,village,4302,
353083,94791,4412345700,48.0699172,39.1938656,Гірник,Hirnyk,селище міського типу,Горняк,Гірник,town,817,
353084,27214,3520882402,48.0760642,32.3417322,Яблучко,Yabluchko,село,,,village,84,
353085,55320,4820380701,48.07136,31.22589,Воєводське,Voievodske,село,Воеводское,Воєводське,village,1452,
353086,55140,4823984201,48.07136,30.40981,Тридуби,Tryduby,село,Тридубы,Тридуби,village,2157,
353087,52661,1220784107,48.07102,35.97679,Новотерсянське,Novotersianske,село,Новотерсянское,Новотерсянське,hamlet,38,
353088,66124,5120686301,48.07102,29.50619,Перейма,Pereima,село,Перейма,Перейма,village,784,
353089,59120,7323581001,48.07102,24.97742,Довгопілля,Dovhopillia,село,Долгополье,Довгопілля,village,1227,
353090,28544,3521980709,48.0726731,32.8754398,Очеретяне,Ocheretiane,село,Очеретное,Очеретяне,hamlet,27,
353091,55420,4821480801,48.0699589,31.4250965,Григорівка,Hryhorivka,село,Григоровка,Григорівка,village,493,
353092,90560,2124482501,48.07033,23.71605,Добрянське,Dobrianske,село,Добрянское,Добрянське,village,2714,
353093,70110,2323683501,48.06999,35.74024,Новоіванківка,Novoivankivka,село,Новоиванковка,Новоіванківка,village,377,
353094,50480,1211090003,48.0739903,33.5535828,Гірницьке,Hirnytske,селище,Горняцкое,Гірницьке,village,529,
353095,90644,2123686001,48.06999,24.3127399,Розтоки,Roztoky,село,Ростоки,Розтоки,village,2803,
353096,53180,1225284402,48.0664385,34.0762413,Вільне Життя,Vilne Zhyttia,село,Вильне Життя,Вільне Життя,hamlet,1,
353097,90361,2121285901,48.071528,23.0182472,Чепа,Chepa,село,Чепа,Чепа,village,1943,
353098,53606,1224255101,48.0693,36.25557,Водяне,Vodiane,село,Водяное,Водяне,village,398,
353099,53605,1224255111,48.0693,36.16321,Романки,Romanky,село,Романки,Романки,village,861,
353100,66204,5124355101,48.06896,29.99096,Гетьманівка,Hetmanivka,село,Гетмановка,Гетьманівка,village,407,
353101,70020,2321585605,48.06862,35.44704,Якимівське,Yakymivske,село,Акимовское,Якимівське,hamlet,7,
353102,66223,5124383201,48.06827,30.12898,Полянецьке,Polianetske,село,Полянецкое,Полянецьке,village,1568,
353103,70110,2323683503,48.0683399,35.7225274,Вільне,Vilne,село,Вольное,Вільне,hamlet,49,
353104,42420,1225084501,48.0678828,34.3363547,Новомар’ївка,Novomarivka,село,Новомарьевка,Новомар’ївка,village,734,
353105,70113,2323685905,48.06759,35.96752,Миколай-Поле,Mykolai-Pole,село,Николай-Поле,Миколай-Поле,village,73,
353107,27214,3520882404,48.055232,32.3464325,Степанівка,Stepanivka,село,Степановка,Степанівка,village,69,
353108,70402,2322187206,48.06656,34.9839,Новопетрівка,Novopetrivka,село,Новопетровка,Новопетрівка,village,599,
353109,66004,5122583601,48.06656,29.14673,Лисогірка,Lysohirka,село,Лысогорка,Лисогірка,village,930,
353110,60432,7321086001,48.0662978,26.0770369,Станівці,Stanivtsi,село,Становцы,Станівці,village,2798,
353111,70014,2321581305,48.06621,35.15076,Тарасівка,Tarasivka,село,Тарасовка,Тарасівка,hamlet,50,
353112,52430,1225084009,48.06587,34.4236,Хижине,Khyzhyne,село,Хижино,Хижине,village,90,
353113,53021,1221882201,48.06587,33.15845,Грузьке,Hruzke,село,Грузское,Грузьке,village,423,
