,addr:postcode,koatuu,lat,lon,name,name:en,name:prefix,name:ru,name:uk,place,population,postal_code
393,01000-06999,8000000000,50.4501071,30.5240501,Київ,Kyiv,місто,Киев,Київ,city,2909697,
394,,7410100000,51.494099,31.294332,Чернігів,Chernihiv,місто,Чернигов,Чернігів,city,296836,14000-14499
395,,5110100000,46.4846583,30.732564,Одеса,Odessa,місто,Одесса,Одеса,city,1008852,
396,79000-79490,4610100000,49.841952,24.0315921,Львів,Lviv,місто,Львов,Львів,city,728360,
398,,3210500000,50.3512101,30.95077,Бориспіль,Boryspil,місто,Борисполь,Бориспіль,town,58227,08300-08307
3802,62100-62109,6320810100,50.1602639,35.521732,Богодухів,Bohodukhiv,місто,Богодухов,Богодухів,town,19365,
3946,36000-36499,5310100000,49.5897423,34.5507948,Полтава,Poltava,місто,Полтава,Полтава,city,297600,
4227,63300,6323310100,49.3795672,35.4459687,Красноград,Krasnohrad,місто,Красноград,Красноград,town,27600,
4461,69000-69499,2310100000,47.8507859,35.1182867,Запоріжжя,Zaporizhzhia,місто,Запорожье,Запоріжжя,city,772258,
7925,97400-97490,0110900000,45.1908013,33.3678861,Евпатория,Yevpatoriya,місто,Евпатория,Євпаторія,city,106698,
92223,87500-87590,1412300000,47.0957848,37.5499352,Маріуполь,Mariupol,місто,Мариуполь,Маріуполь,city,453623,
93525,08200-08289,3210900000,50.5166516,30.2500322,Ірпінь,Irpin,місто,Ирпень,Ірпінь,town,41533,
93526,08132,3222410600,50.3917497,30.3678999,Вишневе,Vyshneve,місто,Вишнёвое,Вишневе,town,39094,
93527,,3222410300,50.3356709,30.2847595,Боярка,Boiarka,місто,Боярка,Боярка,town,35558,08150-08157
93738,08113,3222486001,50.4216498,30.162504,Петрушки,Petrushky,село,Петрушки,Петрушки,village,669,
93739,08112,3222484401,50.4584854,30.1725886,Дмитрівка,Dmytrivka,село,Дмитровка,Дмитрівка,village,2107,
94136,83000-83490,1410100000,48.0158753,37.8013407,Донецьк,Donetsk,місто,Донецк,Донецьк,city,929063,
97602,,4810100000,46.9713414,32.0042394,Миколаїв,Mykolaiv,місто,Николаев,Миколаїв,city,496689,54000-54490
99831,85612-85614,1423310600,47.9835214,37.2826414,Курахове,Kurakhove,місто,Курахово,Курахове,town,20224,
102554,88000-88499,2110100000,48.6223502,22.3021255,Ужгород,Uzhhorod,місто,Ужгород,Ужгород,city,114867,
102555,"89500-89509, 89502",2111000000,48.4310953,22.2096148,Чоп,Chop,місто,Чоп,Чоп,town,8981,
103842,07270,3222010500,51.2705259,30.2194322,Чорнобиль,Chornobyl,місто,Чернобыль,Чорнобиль,town,550,
103843,,3211100000,51.4061237,30.0571098,Прип’ять,Pripyat,місто,Припять,Прип’ять,town,5,
104427,11700-11709,1811000000,50.5917622,27.6066973,Новоград-Волинський,Novohrad-Volynskyi,місто,Новоград-Волынский,Новоград-Волинський,town,56254,
104654,33000-33499,5610100000,50.6196175,26.2513165,Рівне,Rivne,місто,Ровно,Рівне,city,245323,
104790,43000-43499,0710100000,50.7450733,25.320078,Луцьк,Lutsk,місто,Луцк,Луцьк,city,217502,
104987,45000-45014,0710400000,51.2090293,24.7166617,Ковель,Kovel,місто,Ковель,Ковель,town,68703,
105399,37300-37305,5310300000,50.3701607,33.9948388,Гадяч,Hadiach,місто,Гадяч,Гадяч,town,22667,
110082,82400,4611200000,49.255875,23.8530863,Стрий,Stryi,місто,Стрый,Стрий,town,60154,
110126,20300-20319,7110800000,48.7440014,30.2237716,Умань,Uman,місто,Умань,Умань,town,86614,
110127,20000-20008,7124610100,48.8182387,29.9682196,Христинівка,Khrystynivka,місто,Христиновка,Христинівка,town,8671,
110533,20034,7124684501,48.7710083,29.9908932,Орадівка,Oradivka,село,Орадовка,Орадівка,village,907,
110534,20340,7124386101,48.7320741,30.1026447,Паланка,Palanka,село,Паланка,Паланка,village,1608,
110535,20032,7124685501,48.7803903,30.034413,Розсішки,Rozsishky,село,Россошки,Розсішки,village,1323,
110536,20033,7124685502,48.7945353,30.071574,Веселівка,Veselivka,село,Веселовка,Веселівка,village,462,
110537,20022,7124655300,48.829805,30.0417049,Верхнячка,,селище міського типу,Верхнячка,Верхнячка,town,4058,
110538,20030,7124684001,48.7928381,29.9190763,Мала Севастянівка,Mala Sevastianivka,село,Малая Севастьяновка,Мала Севастянівка,village,365,
110539,20051,7124683003,48.6891435,29.999982,Хасанівка,Khasanivka,селище,Хасановка,Хасанівка,hamlet,6,
110587,20042,7124689001,48.7427963,29.9531857,Ягубець,Yahubets,село,Ягубец,Ягубець,village,1143,
110749,21000-21499,0510100000,49.2320162,28.467975,Вінниця,Vinnytsia,місто,Винница,Вінниця,city,373302,
110799,20021,7124681502,48.8610555,30.0862457,Багачівка,Bahachivka,село,Багачовка,Багачівка,village,168,
110838,20010,7124680501,48.9560555,30.0261642,Ботвинівка,Botvynivka,село,Ботвиновка,Ботвинівка,village,421,
110839,20020,7124681501,48.8204959,30.0996353,Вербувата,Verbuvata,село,Вербоватая,Вербувата,village,431,
110850,20010,7124680502,48.9595596,30.0560527,Гребля,Hreblia,село,Гребля,Гребля,village,216,
111565,20052,7124684701,48.6563866,30.0342103,Осітна,Ositna,село,Осотная,Осітна,village,780,
111566,20050,7124686001,48.6956834,30.0706642,Синиця,Synytsia,село,Синица,Синиця,village,918,
111567,20025,7124685001,48.8725059,30.0297471,Пеніжкове,Penizhkove,село,Пенежково,Пеніжкове,village,608,
111660,,8500000000,44.6054434,33.5220842,Севастополь,Sevastopol,город,Севастополь,Севастополь,city,416283,
111844,29000-29499,6810100000,49.4196404,26.9793793,Хмельницький,Khmelnytskyi,місто,Хмельницкий,Хмельницький,city,269308,
114888,10000-10499,1810100000,50.2598298,28.6692345,Житомир,Zhytomyr,місто,Житомир,Житомир,city,267610,
115741,95000-95490,0110100000,44.9521394,34.1024575,Симферополь,Simferopol,город,Симферополь,Сімферополь,city,336430,
115742,20012,7124682201,48.930912,29.9898347,Зоряне,Zoriane,село,Зоряное,Зоряне,village,254,
115743,20040,7124682501,48.8018502,29.808141,Івангород,Ivanhorod,село,Ивангород,Івангород,village,1193,
115744,20030,7124684004,48.8098501,29.8961999,Козаче,Kozache,село,Казачье,Козаче,village,275,
115745,20013,7124683501,48.91,30.06,Ліщинівка,Lischynivka,село,Лещиновка,Ліщинівка,village,843,
115746,20022,7124681503,48.8563318,30.1019251,Мала Іванівка,Mala Ivanivka,село,Малая Ивановка,Мала Іванівка,hamlet,30,
115747,20043,7124682001,48.710633,29.962117,Заячківка,Zaiachkivka,село,Заячковка,Заячківка,village,635,
115748,20041,7124686501,48.7948679,29.8438268,Сичівка,Sychivka,село,Сычовка,Сичівка,village,965,
116572,27400,3510600000,48.7199609,32.6659476,Знам’янка,Znamianka,місто,Знаменка,Знам’янка,town,24274,
116616,57500,4810300000,46.6153998,31.5457415,Очаків,Ochakiv,місто,Очаков,Очаків,town,14834,
116729,91000-91479,4410100000,48.5687002,39.3151108,Луганськ,Luhansk,місто,Луганск,Луганськ,city,414509,
116810,94200-94299,4411200000,48.4693266,38.803538,Алчевськ,Alchevsk,місто,Алчевск,Алчевськ,city,112013,
118378,82200,4611500000,49.2783459,23.5064459,Трускавець,Truskavets,місто,Трускавец,Трускавець,town,29220,
118433,90200-90209,2110200000,48.2050985,22.6453246,Берегове,Berehove,місто,Берегово,Берегове,town,24580,
118629,93652,4424880504,48.6778398,39.5136901,Макарове,Makarove,село,Макарово,Макарове,village,1786,
120071,298500-298519,0110300000,44.677112,34.4095393,Алушта,Alushta,місто,Алушта,Алушта,town,28919,
122256,09100-09117,3210300000,49.8038191,30.1116924,Біла Церква,Bila Tserkva,місто,Белая Церковь,Біла Церква,city,209815,
122261,12501,1822510100,50.3242036,29.0399759,Коростишів,Korostyshiv,місто,Коростышев,Коростишів,town,25768,
124900,,6510100000,46.640176,32.6145315,Херсон,Kherson,місто,Херсон,Херсон,city,294941,73000-73480
130364,96100-96114,0110600000,45.7093755,34.3899131,Джанкой,Dzhankoy,місто,Джанкой,Джанкой,town,36665,
130570,83492-83497,1410160500,47.8813092,38.0746792,Моспине,Mospyne,місто,Моспино,Моспине,town,10753,
130571,83499,1410166300,47.85215,38.00969,Горбачево-Михайлівка,Horbachevo-Mykhailivka,селище міського типу,Горбачёво-Михайловка,Горбачево-Михайлівка,town,935,
130572,83498,1410166301,47.86211,38.0835,Бирюки,Byriuky,село,Бирюки,Бирюки,village,696,
130573,83498,1410166303,47.8337459,38.0787182,Вербова Балка,Verbova Balka,село,Вербовая Балка,Вербова Балка,village,138,
130574,83494,1410166305,47.8774761,37.9969227,Гришки,Hryshky,село,Гришки,Гришки,village,63,
130575,83498,1410166307,47.8339758,38.135748,Михайлівка,Mykhailivka,село,Михайловка,Михайлівка,village,64,
130576,83498,1410166309,47.8417839,38.1460261,Новодвірське,Novodvirske,село,Новодворское,Новодвірське,village,62,
130577,83496,1410166311,47.91172,37.99724,Октябрське,Oktiabrske,село,Октябрьское,Октябрське,village,78,
130578,83499,1410166313,47.89558,37.98591,Темрюк,Temriuk,село,Темрюк,Темрюк,village,247,
130579,83491,1410167600,47.88983,37.92884,Ларине,Laryne,селище міського типу,Ларино,Ларине,town,2789,
130580,83491,1410167601,47.86331,37.94789,Павлоградське,Pavlohradske,село,Павлоградское,Павлоградське,village,359,
130582,84500-84510,1410300000,48.5915754,37.9837099,Бахмут,Bakhmut,місто,Бахмут,Бахмут,town,83146,
130583,84536,1410345600,48.66283,38.01527,Красна Гора,Krasna Hora,селище міського типу,Красная Гора,Красна Гора,town,686,
130584,84545-84548,1420910800,48.6948731,38.0627964,Соледар,Soledar,місто,Соледар,Соледар,town,11898,
130585,84551-84556,1420911000,48.5873911,37.8373367,Часів Яр,Chasiv Yar,місто,Часов Яр,Часів Яр,town,14360,
130586,84601,1410640001,48.2553016,38.0168837,П’ятихатки,Piatykhatky,селище,Пятихатки,П’ятихатки,village,136,
130587,,1410600000,48.3058686,38.0027664,Горлівка,Horlivka,місто,Горловка,Горлівка,city,289872,84646
130588,84691,1410665300,48.40422,38.08119,Гольмівський,Holmivskyi,селище міського типу,Гольмовский,Гольмівський,town,7127,
130589,84601,1410640003,48.262396,38.0432807,Федорівка,Fedorivka,селище,Фёдоровка,Федорівка,village,74,
130590,84692,1420955200,48.40087,38.02643,Зайцеве,Zaitseve,селище міського типу,Зайцево,Зайцеве,town,3523,
130591,84691,1410665301,48.42945,38.07655,Гладосове,Hladosove,селище,Гладосово,Гладосове,village,121,
130592,84694,1410666701,48.1705,38.01913,Рясне,Riasne,село,Рясное,Рясне,hamlet,9,
130593,84693,1410691003,48.2442929,37.975037,Михайлівка,Mykhailivka,село,Михайловка,Михайлівка,village,627,
130594,84693,1410691001,48.27762,37.98995,Озерянівка,Ozerianivka,селище,Озеряновка,Озерянівка,village,1154,
130595,84619,1410691007,48.30242,37.93313,Широка Балка,Shyroka Balka,селище,Широкая Балка,Широка Балка,village,477,
130596,84693,1410691005,48.25212,37.93613,Ставки,Stavky,селище,Ставки,Ставки,hamlet,34,
130597,84791,1420955500,48.4620526,38.2754689,Миронівський,Myronivskyi,селище міського типу,Мироновский,Миронівський,town,8100,
130598,84700-84790,1410900000,48.3331084,38.4047549,Дебальцеве,Debaltseve,місто,Дебальцево,Дебальцеве,town,26255,
130599,85200-85279,1411200000,48.3970469,37.8501378,Торецьк,Toretsk,місто,Торецк,Торецьк,town,36324,
130600,84792,1420910600,48.43803,38.22349,Світлодарськ,Svitlodarsk,місто,Светлодарск,Світлодарськ,town,12273,
130601,85204,1411245303,48.43297,37.86146,Диліївка,Dyliivka,селище,Дылеевка,Диліївка,village,223,
130602,85286,1411245305,48.4069965,37.9195065,Дружба,Druzhba,селище,Дружба,Дружба,village,1860,
130603,85280-85284,1411245300,48.3964809,37.9161205,Північне,,селище міського типу,Пивничное,Північне,town,10330,
130604,85204,1411245301,48.4262095,37.8761327,Дачне,Dachne,селище,Дачное,Дачне,village,70,
130605,85285,1411245600,48.4695407,37.954534,Курдюмівка,Kurdiumivka,селище міського типу,Курдюмовка,Курдюмівка,town,938,
130606,85293,1411245900,48.3565452,37.9294643,Ленінське,Leninske,селище міського типу,Ленинское,Ленінське,town,1637,
130607,85285,1411245307,48.4535147,37.9542401,Озарянівка,Ozarianivka,селище,Озаряновка,Озарянівка,village,413,
130608,85280,1411245309,48.38096,37.9333,Шуми,Shumy,селище,Шумы,Шуми,village,95,
130609,85299,1411246501,48.309244,37.761912,Валентинівка,Valentynivka,селище,Валентиновка,Валентинівка,village,84,
130610,85295,1411246503,48.37151,37.79846,Леонідівка,Leonidivka,село,Леонидовка,Леонідівка,village,115,
130611,85298,1411246200,48.35194,37.837,Неліпівка,Nelipivka,селище міського типу,Нелеповка,Неліпівка,town,1128,
130612,85294-85297,1411246500,48.32971,37.85271,Новгородське,Novhorodske,селище міського типу,Новгородское,Новгородське,town,10948,
130613,85288,1411246800,48.38585,37.78164,Петрівка,Petrivka,селище міського типу,Петровка,Петрівка,town,1121,
130614,85287,1411247200,48.40336,37.77709,Щербинівка,Scherbynivka,селище міського типу,Щербиновка,Щербинівка,town,3662,
130615,85299,1411246505,48.3267383,37.7646836,Суха Балка,Sukha Balka,селище,Сухая Балка,Суха Балка,village,649,
130616,85296,1411246507,48.3144594,37.8332647,Юр’ївка,Yurivka,село,Юрьевка,Юр’ївка,hamlet,32,
130617,85320,1411390001,48.308507,37.2343542,Світле,Svitle,село,Светлое,Світле,village,1025,
130618,85320-85329,1411300000,48.30791,37.2591,Мирноград,Myrnograd,місто,Мирноград,Мирноград,town,49644,
130619,85204,1411290001,48.4140526,37.8790098,Кримське,Krymske,селище,Крымское,Кримське,village,59,
130620,85290-85292,1411270300,48.3715281,37.8904833,Залізне,Zalizne,місто,Зализное,Залізне,town,5720,
130621,85043-85047,1411570300,48.4081883,37.1797003,Білицьке,Bilytske,місто,Белицкое,Білицьке,town,8768,
130622,85010-85011,1411545600,48.6342604,36.9819183,Новодонецьке,Novodonetske,селище міського типу,Новодонецкое,Новодонецьке,town,5880,
130623,85040-85041,1411545300,48.4107019,37.1048855,Водянське,Vodianske,селище міського типу,Водянское,Водянське,town,1576,
130624,85740,1411690001,47.7726077,37.6346113,Ясне,Yasne,селище,Ясное,Ясне,village,800,
130625,85740-85746,1411600000,47.7499257,37.6715943,Докучаєвськ,Dokuchaevsk,місто,Докучаевск,Докучаєвськ,town,23726,
130626,85013,1411570501,48.5215494,37.0296629,Бокове,Bokove,селище,Боковое,Бокове,village,76,
130627,85012-85016,1411570500,48.53313,37.05791,Білозерське,Bilozerske,місто,Белозёрское,Білозерське,town,16251,
130628,84297,1411745800,48.56335,37.37411,Новомиколаївка,Novomykolaivka,селище міського типу,Новониколаевка,Новомиколаївка,town,100,
130629,84292,1411745600,48.5760732,37.4194003,Новогригорівка,Novohryhorivka,селище міського типу,Новогригоровка,Новогригорівка,town,391,
130630,84293-84294,1411745300,48.5785754,37.6044657,Олексієво-Дружківка,Oleksiievo-Druzhkivka,селище міського типу,Алексеево-Дружковка,Олексієво-Дружківка,town,7746,
130631,84200-84290,1411700000,48.6198614,37.524945,Дружківка,Druzhkivka,місто,Дружковка,Дружківка,town,60581,
130632,86488,1420955600,48.27015,38.28564,Олександрівське,Oleksandrivske,селище міського типу,Александровское,Олександрівське,town,1648,
130633,86487,1420955100,48.25298,38.3361,Булавинське,Bulavynske,селище міського типу,Булавинское,Булавинське,town,3217,
130634,86498,1412045900,48.19805,38.28186,Дружне,Druzhne,селище міського типу,Дружное,Дружне,town,681,
130635,84291,1411746200,48.56987,37.46647,Райське,Raiske,селище міського типу,Райское,Райське,town,1043,
130636,84292,1411746201,48.55751,37.40604,Красний Кут,Krasnyi Kut,село,Красный Кут,Красний Кут,village,71,
130637,84205,1411746203,48.60927,37.44527,Старорайське,Staroraiske,селище,Старорайское,Старорайське,village,231,
130638,84200,1411790003,48.6306677,37.5889066,Дружківське,,село,Дружковское,Дружківське,village,538,
130639,86499,1412046801,48.1777651,38.1332462,Верхня Кринка,Verkhnia Krynka,село,Верхняя Крынка,Верхня Кринка,village,119,
130640,86499,1412046803,48.16466,38.04651,Петрівське,Petrivske,село,Петровское,Петрівське,village,84,
130641,86499,1412046805,48.15076,38.052,Путепровід,Puteprovid,село,Путепровод,Путепровід,village,67,
130642,86499,1412046807,48.17479,38.09046,Шевченко,Shevchenko,село,Шевченко,Шевченко,village,165,
130643,86485-86486,1412046500,48.270333,38.144668,Карло-Марксове,Karlo-Marksove,селище міського типу,Карло-Марксово,Карло-Марксове,town,10013,
130644,86451,1412046501,48.26457,38.11621,Новоселівка,Novoselivka,село,Новосёловка,Новоселівка,village,163,
130645,86471,1412046503,48.2131617,38.15276,Старопетрівське,Staropetrivske,селище,Старопетровское,Старопетрівське,village,485,
130646,86499,1412046800,48.2044,38.0823,Корсунь,Korsun,селище міського типу,Корсунь,Корсунь,town,2696,
130647,86491,1420956005,48.2699914,38.4262531,Іллінка,Illinka,селище,Ильинка,Іллінка,village,272,
130648,86490,1420956003,48.2218427,38.4700614,Данилове,Danylove,селище,Данилово,Данилове,village,12,
130649,86220,1425285606,48.2751358,38.5229542,Рідкодуб,Ridkodub,селище,Редкодуб,Рідкодуб,village,26,
130650,86492,1420956007,48.2413338,38.4844814,Кам’янка,Kamianka,селище,Каменка,Кам’янка,village,742,
130651,86489,1420955800,48.2650449,38.2586109,Оленівка,Olenivka,селище міського типу,Оленовка,Оленівка,town,797,
130652,86472,1412046809,48.1921308,38.1415814,Щебенка,Schebenka,селище,Щебёнка,Щебенка,village,357,
130653,86431,1420956001,48.21127,38.43103,Весела Долина,Vesela Dolyna,село,Весёлая Долина,Весела Долина,hamlet,5,
130654,86490-86491,1420956000,48.2402552,38.4030646,Ольховатка,Olkhovatka,селище міського типу,Ольховатка,Ольховатка,town,3179,
130655,86488,1420910207,48.284545,38.3075313,Красний Пахар,Krasnyi Pakhar,селище,Красный Пахарь,Красний Пахар,village,58,
130656,86481,1420910205,48.3001,38.23465,Каютине,Kaiutyne,селище,Каютино,Каютине,village,213,
130657,86493-86497,1412070700,48.2213624,38.2875306,Бунге,Bunhe,,Бунге,,town,14570,
130658,86484,1420910209,48.2938415,38.3432269,Савелівка,Savelivka,селище,Савелевка,Савелівка,village,825,
130659,86481-86483,1420910200,48.3119524,38.2609048,Вуглегірськ,Vuhlehirsk,місто,Углегорск,Вуглегірськ,town,8226,
130660,86487,1420956200,48.2465195,38.3237055,Прибережне,Pryberezhne,селище міського типу,Прибрежное,Прибережне,town,157,
130661,86488,1420910203,48.2935602,38.3119509,Грозне,Hrozne,селище,Грозное,Грозне,village,90,
130662,86484,1420910201,48.3026205,38.3580446,Булавине,Bulavyne,селище,Булавино,Булавине,village,61,
130663,87591,1412365600,47.1614303,37.4869071,Старий Крим,Staryi Krym,селище міського типу,Старый Крым,Старий Крим,town,6069,
130664,87594-87595,1412365800,47.1905284,37.7252748,Талаківка,Talakivka,селище міського типу,Талаковка,Талаківка,town,4129,
130665,86391,1412147017,48.10312,38.24744,Молодий Шахтар,Molodyi Shakhtar,селище,Молодой Шахтёр,Молодий Шахтар,village,132,
130666,87592-87593,1412365300,47.1706993,37.6956169,Сартана,Sartana,селище міського типу,Сартана,Сартана,town,10772,
130667,86391-86396,1412100000,48.1570316,38.2565049,Жданівка,Zhdanivka,місто,Ждановка,Жданівка,town,12985,
130668,86397,1412147000,48.11179,38.30624,Вільхівка,Vilkhivka,селище міського типу,Ольховка,Вільхівка,town,774,
130669,86402,1412090001,48.1983104,38.1736103,Авіловка,Avilovka,село,Авиловка,Авіловка,hamlet,49,
130670,86402,1412090003,48.1920028,38.1586151,Шапошникове,Shaposhnykove,село,Шапошниково,Шапошникове,hamlet,27,
130671,84392,1412945600,48.7645906,37.6351963,Біленьке,Bilenke,селище міського типу,Беленькое,Біленьке,town,9551,
130673,84393,1412945300,48.7441375,37.4852491,Олександрівка,Oleksandrivka,селище міського типу,Александровка,Олександрівка,town,412,
130675,85100-85129,1412600000,48.5255996,37.7120012,Костянтинівка,Kostiantynivka,місто,Константиновка,Костянтинівка,town,78179,
130676,87594,1412365801,47.2069911,37.7501111,Гнутове,Hnutove,село,Гнутово,Гнутове,village,813,
130677,87594,1412365803,47.1754715,37.7182428,Ломакине,Lomakyne,селище,Ломакино,Ломакине,village,241,
130678,84391,1412947700,48.7786606,37.5536569,Ясногірка,Yasnohirka,селище міського типу,Ясногорка,Ясногірка,town,8312,
130679,84394,1412947400,48.743929,37.5275786,Ясна Поляна,Yasna Poliana,селище міського типу,Ясная Поляна,Ясна Поляна,town,2140,
130680,84393,1412947100,48.7506398,37.4907836,Шабельківка,Shabelkivka,селище міського типу,Шабельковка,Шабельківка,town,4408,
130681,84397,1412946800,48.7411144,37.513553,Софіївка,Sofiivka,селище міського типу,Софиевка,Софіївка,town,863,
130682,84396,1412946500,48.6605655,37.5129423,Малотаранівка,Malotaranivka,селище міського типу,Малотарановка,Малотаранівка,town,3713,
130683,84302,1412946201,48.71097,37.38304,Привілля,Pryvillia,село,Приволье,Привілля,village,288,
130684,84395,1412946200,48.6799109,37.5210322,Красноторка,Krasnotorka,селище міського типу,Красноторка,Красноторка,town,2991,
130685,84395,1412945900,48.64025,37.45582,Комишуваха,Komyshuvakha,селище міського типу,Камышеваха,Комишуваха,town,497,
130686,84452,1413390003,49.04846,37.83485,Ставки,Stavky,селище,Ставки,Ставки,village,803,
130687,84460,1413390001,48.9105244,37.7830943,Брусівка,Brusivka,село,Брусовка,Брусівка,village,163,
130688,84400-84409,1413300000,48.9801314,37.8168012,Лиман,Lyman,місто,Лиман,Лиман,town,23307,
130689,85310-87315,1413270600,48.3543098,37.203344,Родинське,Rodynske,місто,Родинское,Родинське,town,11996,
130690,85316-85318,1413245400,48.22191,37.14211,Шевченко,Shevchenko,селище міського типу,Шевченко,Шевченко,town,2101,
130691,85300-85309,1413200000,48.2771086,37.1772482,Покровськ,Pokrovsk,місто,Покровск,Покровськ,town,63635,
130692,84326,1412990003,48.6679492,37.6490267,Семенівка,Semenivka,село,Семёновка,Семенівка,village,354,
130693,84326,1412990001,48.6573719,37.634943,Ашуркове,Ashurkove,селище,Ашурково,Ашуркове,hamlet,10,
130694,86185,1413567000,48.098031,38.1326344,Лісне,Lisne,селище міського типу,Лесное,Лісне,town,139,
130695,86189,1413566503,48.1017792,38.1077125,Оріхове,Orikhove,село,Орехово,Оріхове,village,371,
130696,86183,1413567800,48.1284978,38.0275521,Кринична,Krynychna,селище міського типу,Криничная,Кринична,town,4520,
130697,86189,1413567600,48.08201,38.14831,Красний Октябр,Krasnyi Oktiabr,селище міського типу,Красный Октябрь,Красний Октябр,town,932,
130698,84695,1413567803,48.1864195,37.949912,Леб’яже,Lebiazhe,селище,Лебяжье,Леб’яже,hamlet,18,
130699,84695,1413567801,48.1832284,37.9662387,Василівка,Vasylivka,селище,Василевка,Василівка,village,112,
130700,86194,1413569100,48.01609,38.05956,Вугляр,Vuhliar,селище міського типу,Вугляр,Вугляр,town,1109,
130701,86195,1413568100,47.9713858,38.016858,Маяк,Maiak,селище міського типу,Маяк,Маяк,town,1204,
130702,84453,1413390007,48.9551375,37.7248258,Щурове,Schurove,село,Щурово,Щурове,village,264,
130703,84460,1413390005,48.9218552,37.7819721,Старий Караван,Staryi Karavan,село,Старый Караван,Старий Караван,village,191,
130704,86182,1413565300,48.1230291,37.9067261,Землянки,Zemlianky,селище міського типу,Землянки,Землянки,village,1780,
130705,86100-86180,1413500000,48.0448144,37.9635093,Макіївка,Makiivka,місто,Макеевка,Макіївка,city,358156,
130706,86185,1413566200,48.0863,38.13346,Велике Оріхове,Velyke Orikhove,селище міського типу,Великое Орехово,Велике Оріхове,town,617,
130707,86181,1413565700,48.1341546,37.9476637,Ясинівка,Yasynivka,селище міського типу,Ясиновка,Ясинівка,village,3718,
130708,86189,1413566501,48.0863716,38.1703236,Липове,Lypove,село,Липовое,Липове,village,115,
130709,86184-86188,1413566500,48.1137043,38.1665891,Нижня Кринка,Nyzhnia Krynka,селище міського типу,Нижняя Крынка,Нижня Кринка,town,13956,
130710,86192,1413569801,48.00648,38.13243,Молочарка,Molocharka,село,Молочарка,Молочарка,hamlet,45,
130711,86192,1413569803,47.99188,38.08617,Шевченко,Shevchenko,село,Шевченко,Шевченко,village,87,
130712,86193,1413569900,48.02759,38.06265,Свердлове,Sverdlove,селище міського типу,Свердлово,Свердлове,town,1522,
130713,86191,1413591507,48.1501596,38.1145996,Монахове,Monakhove,селище,Монахово,Монахове,village,169,
130714,86190,1413591501,48.15505,38.15749,Верхня Кринка,Verkhnia Krynka,село,Верхняя Крынка,Верхня Кринка,village,561,
130715,86191,1413591503,48.1431116,38.134425,Алмазне,Almazne,селище,Алмазное,Алмазне,hamlet,40,
130716,86191,1413591505,48.1403725,38.1146132,Красна Зоря,Krasna Zoria,село,Красная Заря,Красна Зоря,village,143,
130717,86195,1413569200,47.9448989,38.0570965,Високе,Vysoke,селище міського типу,Высокое,Високе,town,482,
130718,86195,1413569300,47.94845,38.08273,Грузько-Зорянське,Hruzko-Zorianske,селище міського типу,Грузско-Зорянское,Грузько-Зорянське,town,1395,
130719,86196,1413569301,47.94056,38.10951,Холмисте,Kholmyste,селище,Холмистое,Холмисте,village,196,
130720,86197,1413569400,47.90923,38.10548,Грузько-Ломівка,Hruzko-Lomivka,селище міського типу,Грузско-Ломовка,Грузько-Ломівка,town,629,
130721,86192,1413569500,47.99506,38.11835,Гусельське,Huselske,селище міського типу,Гусельское,Гусельське,town,464,
130722,86192,1413569600,48.0456386,38.0611459,Колосникове,Kolosnykove,селище міського типу,Колосниково,Колосникове,town,611,
130723,86196,1413569700,47.9661277,38.0707601,Межове,Mezhove,селище міського типу,Межевое,Межове,town,1212,
130724,86192,1413569800,48.0164708,38.0979234,Пролетарське,Proletarske,селище міського типу,Пролетарское,Пролетарське,town,3263,
130725,85485,1413870900,48.09471,37.35866,Українськ,Ukrainsk,місто,Украинск,Українськ,town,12161,
130726,85487-85488,1413870300,48.0567943,37.3723976,Гірник,Hirnyk,місто,Горняк,Гірник,town,11822,
130727,85486,1413846500,48.0842547,37.3166877,Цукурине,Tsukuryne,селище міського типу,Цукурино,Цукурине,town,2003,
130728,85493,1413846200,47.9936509,37.4007977,Гостре,Hostre,селище міського типу,Острое,Гостре,town,704,
130729,86500-86579,1414400000,48.0220754,38.7634612,Сніжне,Snizhne,місто,Снежное,Сніжне,town,49564,
130731,84180-84185,1424210800,48.8610868,37.7619191,Миколаївка,Mykolaivka,місто,Николаевка,Миколаївка,town,15847,
130732,84100-84129,1414100000,48.8522691,37.6058241,Слов’янськ,Sloviansk,місто,Славянск,Слов’янськ,city,114437,
130733,85483-85484,1413600000,48.1997174,37.3399704,Новогродівка,Novohrodivka,місто,Новогродовка,Новогродівка,town,17473,
130734,86190,1413591513,48.1659044,38.1362849,Новоселівка,Novoselivka,село,Новосёловка,Новоселівка,village,260,
130735,86191,1413591511,48.1509362,38.1464506,Новомар’ївка,Novomarivka,селище,Новомарьевка,Новомар’ївка,village,305,
130736,,1413591509,48.14793,38.10367,Новий Світ,,селище,Новый Свет,Новий Світ,village,,
130737,85490-85492,1413845900,48.02982,37.37171,Курахівка,Kurakhivka,селище міського типу,Кураховка,Курахівка,town,3166,
130738,85482,1413845600,48.18062,37.46895,Комишівка,Komyshivka,селище міського типу,Камышевка,Комишівка,town,463,
130739,85481,1413845300,48.1503178,37.2463197,Вишневе,Vyshneve,селище міського типу,Вишнёвое,Вишневе,town,264,
130740,85400-85480,1413800000,48.15015,37.3018921,Селидове,Selydove,місто,Селидово,Селидове,town,24366,
